EPCI;LIBEPCI;DEP
200069417;Communauté de communes Pays d'Orthe et Arrigans;40
244000808;Mont de Marsan Agglomération;40
244000659;Communauté de communes du Seignanx;40
244000873;Communauté de communes des Grands Lacs;40
244000857;Communauté de communes Côte Landes Nature;40
200072072;Communauté d'agglomération Territoires Vendômois;41
200072064;Communauté de communes Val-de-Cher-Controis;41
200055481;Communauté de communes Beauce Val de Loire;41
200030385;Communauté d'agglomération de Blois «Agglopolys»;41
244100293;Communauté de communes des Collines du Perche;41
244100798;Communauté de communes du Grand Chambord;41
200018406;Communauté de communes du Romorantinais et du Monestois;41
200040772;Communauté de communes du Perche et Haut Vendômois;41
200000800;Communauté de communes Cœur de Sologne;41
244100780;Communauté de communes de la Sologne des Étangs;41
244100806;Communauté de communes de la Sologne des Rivières;41
244200770;Saint-Etienne Métropole;42
200065886;Communauté d'agglomération Loire Forez Agglomération;42
200035731;Communauté d'agglomération Roannais Agglomération;42
200035202;Communauté de communes Charlieu-Belmont;42
200065894;Communauté de communes de Forez-Est;42
244200622;Communauté de communes des Monts du Pilat;42
244200895;Communauté de communes du Pilat Rhodanien;42
244200614;Communauté de communes des Vals d'Aix et Isable;42
244200820;Communauté de communes du Pays d'Urfé;42
244200630;Communauté de communes du Pays entre Loire et Rhône;42
200085728;Communauté de communes Brioude Sud Auvergne;43
200073419;Communauté d'agglomération du Puy-en-Velay;43
200073401;Communauté de communes Mézenc-Loire-Meygal;43
244301123;Communauté de communes des Pays de Cayres et de Pradelles;43
200073393;Communauté de communes des Rives du Haut Allier;43
244301016;Communauté de communes des Sucs;43
244301131;Communauté de communes Loire et Semène;43
244301099;Communauté de communes Auzon Communauté;43
200073427;Communauté de communes Marches du Velay-Rochebaron;43
244301107;Communauté de communes du Haut-Lignon;43
244300307;Communauté de communes Haut Pays du Velay Communauté;43
244400537;Communauté de communes de Nozay;44
200067635;Communauté d'agglomération Clisson Sèvre et Maine Agglo;44
244400552;Communauté de communes du Pays d'Ancenis;44
200067346;Communauté d'agglomération Pornic Agglo Pays de Retz;44
244400610;Communauté d'agglomération de la Presqu'île de Guérande Atlantique (Cap Atlantique);44
244400404;Nantes Métropole;44
244400644;Communauté d'agglomération de la Région Nazairienne et de l'Estuaire (CARENE);44
244400438;Communauté de communes Grand Lieu Communauté;44
244400453;Communauté de communes Pays de Blain Communauté;44
200067866;Communauté de communes Sèvre et Loire;44
200072734;Communauté de communes Estuaire et Sillon;44
244400503;Communauté de communes d'Erdre et Gesvres;44
200072726;Communauté de communes Châteaubriant-Derval;44
244400586;Communauté de communes du Sud Estuaire;44
200000438;Communauté de communes du Pays de Pontchâteau Saint-Gildas-des-Bois;44
200071546;Communauté de communes Sud Retz Atlantique;44
200068278;Communauté de communes Berry Loire Puisaye;45
200067676;Communauté de communes Canaux et Forêts en Gâtinais;45
244500203;Communauté d'agglomération Montargoise et Rives du Loing (AME);45
244500542;Communauté de communes de la Plaine du Nord Loiret;45
200005932;Communauté de communes des Portes de Sologne;45
200035764;Communauté de communes de la Beauce Loirétaine;45
244500484;Communauté de communes de la Forêt;45
200066280;Communauté de communes du Pithiverais;45
200071850;Communauté de communes du Pithiverais-Gâtinais;45
200070183;Communauté de communes des Terres du Val de Loire;45
200067668;Communauté de communes de la Cléry, du Betz et de l'Ouanne;45
244500419;Communauté de communes des Quatre Vallées;45
244500468;Orléans Métropole;45
244500211;Communauté de communes Giennoises;45
200070100;Communauté de communes du Val de Sully;45
244500427;Communauté de communes des Loges;45
244600433;Communauté de communes de la Vallée du Lot et du Vignoble;46
200067361;Communauté de communes Grand-Figeac;46
200066371;Communauté de communes Causses et Vallée de la Dordogne;46
244600482;Communauté de communes Quercy - Bouriane;46
200023737;Communauté d'agglomération du Grand Cahors;46
200035327;Communauté de communes Cazals-Salviac;46
244600532;Communauté de communes du Pays de Lalbenque-Limogne;46
244600573;Communauté de communes du Causse de Labastide-Murat;46
200039519;Communauté de communes du Quercy Blanc;46
200096956;Communauté d'agglomération Agglomération d'Agen;47
200030674;Communauté d'agglomération Val de Garonne Agglomération;47
244700464;Communauté de communes du Pays de Lauzun;47
200068922;Communauté de communes du Confluent et des Coteaux de Prayssas;47
200023307;Communauté d'agglomération du Grand Villeneuvois;47
244701355;Communauté de communes des Coteaux et Landes de Gascogne;47
200068948;Communauté de communes Albret Communauté;47
200068930;Communauté de communes Fumel Vallée du Lot;47
244700449;Communauté de communes du Pays de Duras;47
200036523;Communauté de communes des Bastides en Haut Agenais Périgord;47
244701405;Communauté de communes Lot et Tolzac;47
200069144;Communauté de communes des Hautes Terres de l'Aubrac;48
200069185;Communauté de communes des Terres d'Apcher-Margeride-Aubrac;48
200069128;Communauté de communes Mont Lozère;48
244800470;Communauté de communes du Gévaudan;48
200069102;Communauté de communes Randon - Margeride;48
200006930;Communauté de communes du Haut Allier Margeride;48
244800405;Communauté de communes Cœur de Lozère;48
200069268;Aubrac Lot Causses Tarn;48
200069151;Communauté de communes Gorges Causses Cévennes;48
200069136;Communauté de communes des Cévennes au Mont Lozère;48
200071876;Communauté d'agglomération Saumur Val de Loire;49
244900015;Communauté urbaine Angers Loire Métropole;49
244900809;Communauté de communes Anjou Bleu Communauté;49
200071553;Communauté de communes Loire Layon Aubance;49
200068955;Communauté de communes Anjou Loir et Sarthe;49
244900882;Communauté de communes Baugeois Vallée;49
200060010;Communauté d'agglomération Mauges Communauté;49
200071868;Communauté de communes des Vallées du Haut-Anjou;49
200071678;Communauté d'agglomération Cholet Agglomération;49
200066389;Communauté d'agglomération Saint-Lô Agglo;50
200067023;Communauté de communes Coutances Mer et Bocage;50
200042604;Communauté de communes de Granville, Terre et Mer;50
200067205;Communauté d'agglomération du Cotentin;50
200042729;Communauté de communes de la Baie du Cotentin;50
200069425;Communauté d'agglomération Mont-Saint-Michel-Normandie;50
200067031;Communauté de communes Côte Ouest Centre Manche;50
200043354;Communauté de communes de Villedieu Intercom;50
200034718;Communauté de communes de Vitry, Champagne et Der;51
200066850;Communauté de communes des Paysages de la Champagne;51
200066876;Communauté d'agglomération de Châlons-en-Champagne;51
200066835;Communauté de communes de Sézanne-Sud Ouest Marnais;51
200067379;Communauté de communes Côtes de Champagne et Val de Saulx;51
245100615;Communauté de communes de la Grande Vallée de la Marne;51
245100979;Communauté de communes du Sud Marnais;51
200067213;Communauté urbaine du Grand Reims;51
200042703;Communauté de communes de l'Argonne Champenoise;51
200042992;Communauté de communes Perthois-Bocage et Der;51
200067684;Communauté d'agglomération Épernay, Coteaux et Plaine de Champagne;51
245100888;Communauté de communes de la Brie Champenoise;51
200043438;Communauté de communes de la Moivre à la Coole;51
200042620;Communauté de communes de la Région de Suippes;51
200068658;Communauté d'agglomération de Chaumont;52
200070332;Communauté de communes des Savoir-Faire;52
200069664;Communauté de communes Meuse Rognon;52
200044253;Communauté de communes du Bassin de Joinville en Champagne;52
245200597;Communauté de communes des Trois Forêts;52
200068666;Communauté d'agglomération Grand Saint-Dizier, Der et Vallées;52
200072999;Communauté de communes du Grand Langres;52
200027308;Communauté de communes d'Auberive Vingeanne et Montsaugeonnais;52
200083392;Communauté d'agglomération Laval Agglomération;53
200055887;Communauté de communes Mayenne Communauté;53
245300389;Communauté de communes du Bocage Mayennais;53
245300355;Communauté de communes de l'Ernée;53
245300223;Communauté de communes du Pays de Meslay-Grez;53
200033298;Communauté de communes des Coëvrons;53
200048551;Communauté de communes du Pays de Craon;53
200042182;Communauté de communes du Mont des Avaloirs;53
245300447;Communauté de communes du Pays de Château-Gontier;53
200070589;Communauté de communes de Seille et Grand Couronné;54
200070845;Communauté de communes Orne Lorraine Confluences;54
245400510;Communauté de communes du Pays de Colombey et du Sud Toulois;54
200035772;Communauté de communes du Pays du Saintois;54
200070563;Communauté de communes Terres Touloises;54
200043693;Communauté de communes Terre Lorraine du Longuyonnais;54
200069433;Communauté de communes de Vezouze en Piémont;54
200070290;Communauté de communes Coeur du Pays Haut;54
245400759;Communauté de communes du Pays du Sanon;54
200070738;Communauté de communes Mad et Moselle;54
245400676;Métropole du Grand Nancy;54
200041515;Communauté de communes du Bassin de Pont-à-Mousson;54
245400189;Communauté de communes des Pays du Sel et du Vermois;54
200070324;Communauté de communes du Territoire de Lunéville à Baccarat;54
245400171;Communauté de communes Moselle et Madon;54
200067643;Communauté de communes Meurthe Mortagne Moselle;54
245400601;Communauté de communes du Bassin de Pompey;54
245400262;Grand Longwy Agglomération;54
200066108;Communauté de communes des Portes de Meuse;55
245501242;Communauté de communes du Pays d'Étain;55
200066132;Communauté de communes du Pays de Stenay et du Val Dunois;55
200066165;Communauté de communes Val de Meuse - Voie Sacrée;55
200066173;Communauté de communes de Damvillers Spincourt;55
245501184;Communauté de communes du Pays de Revigny-sur-Ornain;55
200034874;Communauté de communes Côtes de Meuse Woëvre;55
200066116;Communauté de communes Argonne-Meuse;55
200066140;Communauté de communes de l'Aire à l'Argonne;55
245501176;Communauté de communes du Territoire de Fresnes-en-Woëvre;55
245501259;Communauté de communes du Pays de Montmédy;55
245500327;Communauté de communes du Sammiellois;55
200033025;Communauté d'agglomération de Bar-le-Duc - Sud Meuse;55
200049187;Communauté d'agglomération du Grand Verdun;55
200066157;Communauté de communes de Commercy - Void - Vaucouleurs;55
200027027;Communauté de communes Arc Sud Bretagne;56
200067932;Communauté d'agglomération Golfe du Morbihan - Vannes Agglomération;56
200066785;Communauté de communes de l'Oust à Brocéliande;56
200043123;Communauté de communes Auray Quiberon Terre Atlantique;56
245600465;Communauté de communes de Belle-Île-en-Mer;56
200096675;Communauté de communes Baud Communauté;56
245614417;Communauté de communes Roi Morvan Communauté;56
245614383;Communauté de communes Questembert Communauté;56
200096683;Communauté de communes Centre Morbihan Communauté;56
200042174;Communauté d'agglomération Lorient Agglomération;56
245614433;Communauté de communes Pontivy Communauté;56
200066777;Ploërmel Communauté;56
245600440;Blavet Bellevue Océan Communauté;56
245701354;Communauté de communes de l'Arc Mosellan;57
245701206;Communauté de communes du Saulnois;57
200068146;Communauté de communes Sarrebourg Moselle Sud;57
200069441;Communauté de communes du Pays de Bitche;57
245700133;Communauté de communes du District Urbain de Faulquemont;57
245701222;Communauté d'agglomération du Val de Fensch;57
245700372;Communauté d'agglomération de Forbach Porte de France;57
200067502;Communauté d'agglomération Saint-Avold Synergie;57
200067486;Communauté de communes Bouzonvillois-Trois Frontières;57
200039865;Metz Métropole;57
245701271;Communauté de communes du Pays Orne Moselle;57
200039907;Communauté de communes du Sud Messin;57
245701362;Communauté d'agglomération Portes de France-Thionville;57
200039949;Communauté de communes Rives de Moselle;57
245700950;Communauté de communes du Pays de Phalsbourg;57
245701404;Communauté de communes du Pays Haut Val d'Alzette;57
200067650;Communauté de communes Houve-Pays Boulageois;57
245700398;Communauté de communes de Freyming-Merlebach;57
200067957;Communauté de communes Haut Chemin-Pays de Pange;57
245700695;Communauté de communes de Cattenom et Environs;57
245701164;Communauté de communes du Warndt;57
200070746;Communauté d'agglomération Sarreguemines Confluences;57
200067882;Communauté de communes Bazois Loire Morvan;58
200067916;Communauté de communes Cœur de Loire;58
200067890;Communauté de communes Morvan Sommets et Grands Lacs;58
200067692;Communauté de communes Tannay-Brinon-Corbigny;58
200067908;Communauté de communes Amognes Cœur du Nivernais;58
200068088;Communauté de communes Les Bertranges;58
200067429;Communauté de communes Haut Nivernais-Val d'Yonne;58
200067700;Communauté de communes Sud Nivernais;58
245804497;Communauté de communes du Nivernais Bourbonnais;58
245804406;Communauté d'agglomération de Nevers;58
245801063;Communauté de communes Loire et Allier;58
200068500;Communauté d'agglomération de Cambrai;59
200042190;Communauté d'agglomération de la Porte du Hainaut;59
200043396;Communauté d'agglomération Maubeuge Val de Sambre;59
200041960;Communauté de communes Pévèle-Carembault;59
200093201;Métropole Européenne de Lille;59
200043321;Communauté de communes du Pays de Mormal;59
200044618;Communauté d'agglomération Douaisis Agglo;59
245901152;Communauté d'agglomération Cœur d'Ostrevent;59
200043404;Communauté de communes du Sud Avesnois;59
245901160;Communauté d'agglomération Valenciennes Métropole;59
245900428;Communauté urbaine de Dunkerque;59
200040947;Communauté d'agglomération Cœur de Flandre;59
200043263;Communauté de communes Cœur de l'Avesnois;59
200030633;Communauté d'agglomération du Caudrésis et du Catésis;59
200040954;Communauté de communes des Hauts de Flandre;59
245901038;Communauté de communes du Pays Solesmois;59
245900758;Communauté de communes Flandre Lys;59
246000848;Communauté de communes de la Picardie Verte;60
200067973;Communauté de communes Thelloise;60
200068005;Communauté de communes de l'Oise Picarde;60
246000871;Communauté de communes du Pays de Valois;60
246000921;Communauté de communes des Pays d'Oise et d'Halatte;60
246000376;Communauté de communes du Clermontois;60
246000566;Communauté de communes du Plateau Picard;60
200067999;Communauté d'agglomération du Beauvaisis;60
246000582;Communauté de communes des Sablons;60
246000855;Communauté de communes du Pays des Sources;60
246000756;Communauté de communes du Pays Noyonnais;60
246000764;Communauté de communes de l'Aire Cantilienne;60
200067965;Communauté d'agglomération de la Région de Compiègne et de la Basse Automne;60
246000897;Communauté de communes de la Plaine d'Estrées;60
246000749;Communauté de communes des Lisières de l'Oise;60
200066975;Communauté de communes Senlis Sud Oise;60
246000129;Communauté de communes du Liancourtois;60
246000772;Communauté de communes des Deux Vallées;60
246000913;Communauté de communes du Pays de Bray;60
246000707;Communauté de communes du Vexin-Thelle;60
200068047;Communauté d'agglomération Creil Sud Oise;60
246100663;Communauté urbaine d'Alençon;61
200035111;Communauté de communes des Sources de l'Orne;61
200071504;Communauté de communes des Collines du Perche Normand;61
200068450;Communauté de communes Terres d'Argentan Interco;61
200035814;Communauté d'agglomération Flers Agglo;61
200068468;Communauté de communes des Pays de L'Aigle;61
200069458;Communauté de communes des Vallées d'Auge et du Merlerault;61
200035103;Communauté de communes de la Vallée de la Haute Sarthe;61
200071520;Communauté de communes Domfront Tinchebray Interco;61
246100390;Communauté de communes du Val d'Orne;61
200036069;Communauté de communes du Pays de Mortagne au Perche;61
200068856;Communauté de communes des Hauts du Perche;61
200071652;Communauté de communes du Pays Fertois et du Bocage Carrougien;61
200068435;Communauté de communes Cœur du Perche;61
200068443;Communauté de communes Andaine - Passais;61
246200364;Communauté d'agglomération de Lens - Liévin;62
200035442;Communauté de communes du Sud-Artois;62
200033579;Communauté urbaine d'Arras;62
246201016;Communauté de communes du Pays de Lumbres;62
200069482;Communauté de communes des Campagnes de l'Artois;62
200069037;Communauté d'agglomération du Pays de Saint-Omer;62
200069029;Communauté d'agglomération des Deux Baies en Montreuillois;62
200069235;Communauté de communes du Haut Pays du Montreuillois;62
200044030;Communauté de communes des 7 Vallées;62
200072478;Communauté de communes Pays d'Opale;62
200018083;Communauté de communes de Desvres-Samer;62
200072460;Communauté d'agglomération de Béthune-Bruay, Artois-Lys Romane;62
246200380;Communauté de communes de la Terre des Deux Caps;62
200069672;Communauté de communes du Ternois;62
200044048;Communauté de communes Osartis Marquion;62
200090751;Communauté d'agglomération Grand Calais Terres et Mers;62
246200844;Communauté de communes de la Région d'Audruicq;62
246200729;Communauté d'agglomération du Boulonnais;62
246200299;Communauté d'agglomération d'Hénin-Carvin;62
200071199;Communauté de communes Plaine Limagne;63
200070761;Communauté de communes Ambert Livradois Forez;63
200072098;Communauté de communes Combrailles Sioule et Morge;63
200070407;Communauté d'agglomération Agglo Pays d'Issoire;63
200070712;Communauté de communes Thiers Dore et Montagne;63
200072080;Communauté de communes du Pays de Saint-Éloy;63
246300701;Clermont Auvergne Métropole;63
200069169;Communauté de communes Dômes Sancy Artense;63
200069177;Communauté de communes Mond'Arverne Communauté;63
200067627;Communauté de communes Billom Communauté;63
246300966;Communauté de communes du Massif du Sancy;63
246301097;Communauté de communes Entre Dore et Allier;63
200071215;Communauté de communes Chavanon Combrailles et Volcans;63
200070753;Communauté d'agglomération Riom Limagne et Volcans;63
200067296;Communauté de communes du Nord Est Béarn;64
200039204;Communauté de communes de Lacq-Orthez;64
200067288;Communauté de communes du Béarn des Gaves;64
200067262;Communauté de communes du Haut Béarn;64
200067106;Communauté d'agglomération du Pays Basque;64
246401756;Communauté de communes Pays de Nay;64
200067254;Communauté d'agglomération Pau Béarn Pyrénées;64
200067239;Communauté de communes des Luys en Béarn;64
246400337;Communauté de communes de la Vallée d'Ossau;64
200070811;Communauté de communes Pyrénées Vallées des Gaves;65
200069300;Communauté d'agglomération Tarbes-Lourdes-Pyrénées;65
246500573;Communauté de communes Aure Louron;65
200072106;Communauté de communes Adour Madiran;65
200070829;Communauté de communes Neste Barousse;65
200070795;Communauté de communes du Pays de Trie et du Magnoac;65
246500482;Communauté de communes de la Haute-Bigorre;65
200070787;Communauté de communes du Plateau de Lannemezan;65
200070803;Communauté de communes des Coteaux du Val d'Arros;65
246600373;Communauté de communes du Vallespir;66
246600282;Communauté de communes Sud-Roussillon;66
246600548;Communauté de communes du Haut Vallespir;66
246600464;Communauté de communes Pyrénées catalanes;66
246600399;Communauté de communes Pyrénées Cerdagne;66
246600423;Communauté de communes Agly Fenouillèdes;66
200049211;Communauté de communes Conflent-Canigó;66
200043602;Communauté de communes des Albères, de la Côte Vermeille et de l'Illibéris;66
200027183;Communauté urbaine Perpignan Méditerranée Métropole;66
246600449;Communauté de communes des Aspres;66
246600415;Communauté de communes Roussillon-Conflent;66
200070365;Communauté de communes Corbières Salanque Méditerranée;66
246700488;Eurométropole de Strasbourg;67
200067841;Communauté de communes de l'Alsace Bossue;67
246700777;Communauté de communes de la Vallée de Villé;67
200068112;Communauté de communes du Pays de Saverne;67
246700959;Communauté de communes du Pays de la Zorn;67
246701064;Communauté de communes de la Région de Molsheim-Mutzig;67
200034270;Communauté de communes du Pays de Barr;67
200030526;Communauté de communes du Ried de Marckolsheim;67
200040178;Communauté de communes de l'Outre-Forêt;67
200068864;Communauté de communes de la Mossig et du Vignoble;67
246700967;Communauté de communes de Sélestat;67
246700306;Communauté de communes de la Vallée de la Bruche;67
200067874;Communauté d'agglomération de Haguenau;67
200041283;Communauté de communes de la Plaine du Rhin;67
200067924;Communauté de communes du Canton d'Erstein;67
246701080;Communauté de communes du Pays de Sainte-Odile;67
200034635;Communauté de communes du Kochersberg;67
200013050;Communauté de communes Sauer-Pechelbronn;67
246700843;Communauté de communes de la Basse-Zorn;67
200067783;Communauté de communes de Hanau-La Petite Pierre;67
246700744;Communauté de communes des Portes de Rosheim;67
246700926;Communauté de communes du Pays de Wissembourg;67
200041325;Communauté de communes du Pays Rhénan;67
246701098;Communauté de communes du Pays de Niederbronn-les-Bains;67
200066025;Communauté de communes Alsace Rhin Brisach;68
200066033;Communauté de communes Sud Alsace Largue;68
200066041;Communauté de communes Sundgau;68
246800551;Communauté de communes de la Vallée de Kaysersberg;68
246800726;Communauté d'agglomération Colmar Agglomération;68
200036465;Communauté de communes de Thann-Cernay;68
200066058;Communauté d'agglomération Saint-Louis Agglomération;68
246800577;Communauté de communes du Pays de Ribeauvillé;68
200066009;Communauté d'agglomération Mulhouse Alsace Agglomération;68
246800569;Communauté de communes de la Région de Guebwiller;68
246800445;Communauté de communes du Centre du Haut-Rhin;68
246800585;Communauté de communes de la Vallée de Munster;68
246800676;Communauté de communes de la Vallée de la Doller et du Soultzbach;68
246800494;Communauté de communes du Pays de Rouffach, Vignobles et Châteaux;68
246800205;Communauté de communes de la Vallée de Saint-Amarin;68
246800395;Communauté de communes du Val d'Argent;68
200040566;Communauté d'agglomération de l'Ouest Rhodanien;69
200067817;Communauté de communes Saône-Beaujolais;69
200046977;Métropole de Lyon;69
200040574;Communauté de communes Beaujolais Pierres Dorées;69
246900625;Communauté de communes du Pays de l'Arbresle (CCPA);69
200040590;Communauté d'agglomération Villefranche Beaujolais Saône;69
200066587;Communauté de communes des Monts du Lyonnais;69
246900757;Communauté de communes de la Vallée du Garon (CCVG);69
246900724;Communauté de communes des Vallons du Lyonnais (CCVL);69
246900740;Communauté de communes du Pays Mornantais (COPAMO);69
246900765;Communauté de communes du Pays de l'Ozon;69
246900575;Communauté de communes de l'Est Lyonnais (CCEL);69
200041861;Communauté de communes du Triangle Vert;70
200036150;Communauté de communes des Hauts du Val de Saône;70
247000623;Communauté de communes des Quatre Rivières;70
247000714;Communauté de communes du Pays de Villersexel;70
200041721;Communauté de communes de la Haute Comté;70
247000854;Communauté de communes des 1000 étangs;70
200041879;Communauté de communes Terres de Saône;70
247000664;Communauté de communes du Pays de Lure;70
200036549;Communauté de communes Val de Gray;70
247000011;Communauté d'agglomération de Vesoul;70
247000698;Communauté de communes des Monts de Gy;70
247000367;Communauté de communes des Combes;70
247000706;Communauté de communes du Pays Riolais;70
200041853;Communauté de communes du Pays de Montbozon et du Chanois;70
200041887;Communauté de communes du Val Marnaysien;70
247000755;Communauté de communes du Pays de Luxeuil;70
247000722;Communauté de communes du Pays d'Héricourt;70
247000821;Communauté de communes Rahin et Chérimont;70
200071538;Communauté de communes Terres de Bresse;71
247100589;Communauté d'agglomération Le Grand Chalon;71
200040038;Communauté de communes Saône Doubs Bresse;71
200070548;Communauté de communes Brionnais Sud Bourgogne;71
200040293;Communauté de communes du Clunisois;71
200070530;Communauté de communes du Grand Autunois Morvan;71
247100639;Communauté de communes de Marcigny;71
247100647;Communauté de communes Bresse Nord Intercom';71
200070308;Communauté d'agglomération Mâconnais Beaujolais Agglomération;71
200071884;Communauté de communes Le Grand Charolais;71
247103765;Communauté de communes Entre Saône et Grosne;71
200042414;Communauté de communes Bresse Revermont 71;71
247104094;Communauté de communes Sud Côte Chalonnaise;71
200069698;Communauté de communes Mâconnais - Tournugeois;71
247100290;Communauté urbaine Le Creusot Montceau-les-Mines;71
200070316;Communauté de communes Entre Arroux, Loire et Somme;71
200071645;Communauté de communes Saint Cyr Mère Boitier entre Charolais et Mâconnais;71
200071579;Communauté de communes Bresse Louhannaise Intercom';71
247103864;Communauté de communes de Semur-en-Brionnais;71
247200132;Communauté urbaine Le Mans Métropole;72
200072676;Communauté de communes Maine Saosnois;72
200040475;LBN Communauté;72
200072700;Communauté de communes Haute Sarthe Alpes Mancelles;72
200072684;Communauté de communes Le Gesnois Bilurien;72
247200348;Communauté de communes du Pays Fléchois;72
247200090;Communauté de communes du Pays Sabolien;72
200073112;Communauté de communes Sud Sarthe;72
247200686;Communauté de communes du Pays de l'Huisne Sarthoise;72
200068963;Communauté de communes Maine Cœur de Sarthe;72
200070373;Communauté de communes Loir-Lucé-Bercé;72
200072692;Communauté de communes des Vallées de la Braye et de l'Anille;72
247200421;Communauté de communes du Sud Est Manceau;72
247200629;Communauté de communes du Val de Sarthe;72
200072718;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72
247200447;Communauté de communes Orée de Bercé - Belinois;72
247300668;Communauté de communes du Lac d'Aiguebelette (CCLA);73
247300015;Communauté de communes des Vallées d'Aigueblanche;73
200069110;Communauté d'agglomération du Grand Chambéry;73
247300817;Communauté de communes Les Versants d'Aime;73
247300676;Communauté de communes Porte de Maurienne;73
200068674;Communauté d'agglomération Grand Lac;73
200068997;Communauté d'agglomération Arlysère;73
200070464;Communauté de communes Cœur de Maurienne Arvan;73
200040798;Communauté de communes Val Vanoise;73
200041010;Communauté de communes Cœur de Savoie;73
200070340;Communauté de communes Haute Maurienne Vanoise;73
247300528;Communauté de communes Val Guiers;73
247300262;Communauté de communes de Yenne;73
247300254;Communauté de communes de Haute-Tarentaise;73
247300361;Communauté de communes du Canton de La Chambre;73
200023299;Communauté de communes Cœur de Tarentaise;73
247300452;Communauté de communes Maurienne Galibier;73
200071967;Communauté de communes Pays d'Évian Vallée d'Abondance;74
200066793;Communauté d'agglomération du Grand Annecy;74
247400617;Communauté de communes des Vallées de Thônes;74
200067551;Communauté d'agglomération Thonon Agglomération;74
247400112;Communauté de communes du Pays de Cruseilles;74
247400724;Communauté de communes du Pays Rochois;74
200011773;Communauté d'agglomération Annemasse-Les Voirons-Agglomération;74
200033116;Communauté de communes Cluses-Arve et Montagnes;74
247400583;Communauté de communes Arve et Salève;74
247400690;Communauté de communes du Genevois;74
200000172;Communauté de communes Faucigny-Glières;74
247400567;Communauté de communes Fier et Usses;74
200070852;Communauté de communes Usses et Rhône;74
247400682;Communauté de communes du Haut-Chablais;74
247400740;Communauté de communes Rumilly Terre de Savoie;74
247400047;Communauté de communes de la Vallée Verte;74
200023372;Communauté de communes de la Vallée de Chamonix-Mont-Blanc;74
200034098;Communauté de communes des Montagnes du Giffre;74
247400773;Communauté de communes des Sources du Lac d'Annecy;74
200034882;Communauté de communes Pays du Mont-Blanc;74
247400666;Communauté de communes des Quatre Rivières;74
200054781;Métropole du Grand Paris;75
247600620;Communauté de communes Yvetot Normandie;76
200010700;Communauté d'agglomération Caux Seine Agglo;76
200068534;Communauté de communes Terroir de Caux;76
200023414;Métropole Rouen Normandie;76
200069847;Communauté de communes Plateau de Caux;76
200070449;Communauté de communes Inter-Caux-Vexin;76
247600786;Communauté d'agglomération de la Région Dieppoise;76
200069839;Communauté de communes de la Côte d'Albâtre;76
200069821;Communauté d'agglomération Fécamp Caux Littoral Agglomération;76
247600505;Communauté de communes Campagne-de-Caux;76
200084952;Communauté urbaine Le Havre Seine Métropole;76
200070068;Communauté de communes Communauté Bray-Eawy;76
200069730;Communauté de communes des Quatre Rivières en Bray;76
200069722;Communauté de communes interrégionale Aumale - Blangy-sur-Bresle;76
247600729;Communauté de communes Falaises du Talou;76
247600604;Communauté de communes de Londinières;76
247600646;Communauté de communes Caux - Austreberthe;76
247600588;Communauté de communes des Villes Sœurs;76
200072346;Communauté d'agglomération du Pays de Fontainebleau;77
200090504;Communauté d'agglomération Coulommiers Pays de Brie;77
200023240;Communauté de communes Pays de Nemours;77
200070779;Communauté de communes Brie des Rivières et Châteaux;77
200033090;Communauté de communes Plaines et Monts de France;77
247700065;Communauté de communes du Pays de l'Ourcq;77
200023919;Communauté de communes Gâtinais Val de Loing;77
247700701;Communauté de communes Brie Nangissienne;77
200037133;Communauté de communes du Provinois;77
200040251;Communauté de communes Bassée-Montois;77
247700339;Communauté d'agglomération Val d'Europe Agglomération;77
247700107;Communauté de communes Pays de Montereau;77
200072130;Communauté d'agglomération du Pays de Meaux;77
200072544;Communauté de communes des Deux Morin;77
200072874;Communauté de communes Val Briard;77
247700057;Communauté d'agglomération Melun Val de Seine;77
247700644;Communauté de communes l'Orée de la Brie;77
200057958;Communauté d'agglomération Paris - Vallée de la Marne;77
247700594;Communauté d'agglomération Marne et Gondoire;77
247700032;Communauté de communes Moret Seine et Loing;77
200023125;Communauté de communes Les Portes Briardes entre Villes et Forêts;77
200073344;Communauté d'agglomération Rambouillet Territoires;78
200059889;Communauté urbaine Grand Paris Seine et Oise;78
247800550;Communauté de communes du Pays Houdanais (CCPH);78
200058519;Communauté d'agglomération Saint Germain Boucles de Seine;78
200034130;Communauté de communes Gally Mauldre;78
247800618;Communauté de communes Cœur d'Yvelines;78
247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);78
200071074;Communauté de communes Les Portes de l'Ile de France;78
200033173;Communauté de communes de la Haute Vallée de Chevreuse;78
200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;78
200040244;Communauté d'agglomération du Bocage Bressuirais;79
200041333;Communauté de communes de Parthenay-Gâtine;79
200041317;Communauté d'agglomération du Niortais;79
200041416;Communauté de communes Airvaudais-Val du Thouet;79
200069748;Communauté de communes Val de Gâtine;79
247900798;Communauté de communes du Thouarsais;79
200069755;Communauté de communes Mellois en Poitou;79
200041994;Communauté de communes Haut Val de Sèvre;79
200070993;Communauté d'agglomération de la Baie de Somme;80
200070928;Communauté de communes Terre de Picardie;80
248000747;Communauté de communes du Pays du Coquelicot;80
200070944;Communauté de communes du Vimeu;80
200070951;Communauté de communes du Territoire Nord Picardie;80
200070936;Communauté de communes Ponthieu-Marquenterre;80
200070969;Communauté de communes Avre Luce Noye;80
